Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
23,No,Travel_Rarely,Sales,2,Technical Degree,3,Male,3,1,Sales Representative,1,2322,3,No,13,3,0
27,No,Travel_Frequently,Sales,20,Life Sciences,4,Female,3,2,Sales Executive,3,9981,1,No,14,3,7
34,No,Travel_Rarely,Sales,10,Life Sciences,3,Female,3,1,Sales Representative,3,2220,1,Yes,19,3,1
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,3,1,Research Scientist,3,2936,1,Yes,11,3,6
34,No,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,3,2,Manufacturing Director,1,5121,3,No,14,3,0
28,No,Travel_Rarely,Human Resources,8,Medical,2,Male,2,1,Human Resources,4,4936,1,No,13,3,5
35,No,Travel_Rarely,Research & Development,16,Life Sciences,4,Female,2,3,Healthcare Representative,2,8606,1,No,19,3,11
47,Yes,Non-Travel,Research & Development,29,Life Sciences,1,Male,3,3,Manager,2,11849,1,Yes,12,3,10
38,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,3,3,Research Director,1,13582,1,No,13,3,15
19,Yes,Travel_Rarely,Sales,21,Other,4,Male,2,1,Sales Representative,2,2121,1,Yes,13,3,1
53,Yes,Travel_Rarely,Sales,24,Life Sciences,1,Male,3,3,Sales Executive,1,10448,6,Yes,13,3,2
26,Yes,Travel_Rarely,Human Resources,20,Medical,4,Female,3,1,Human Resources,2,2148,0,Yes,11,3,5
23,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,1,Laboratory Technician,2,3295,1,No,13,3,3
35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,2,Male,2,2,Manufacturing Director,3,5916,3,Yes,13,3,1
29,No,Travel_Frequently,Research & Development,20,Medical,4,Male,3,1,Laboratory Technician,4,3812,1,No,13,3,11
40,No,Travel_Frequently,Research & Development,9,Medical,4,Male,3,1,Research Scientist,2,3617,8,Yes,14,3,1
33,Yes,Travel_Rarely,Research & Development,1,Other,4,Male,3,1,Research Scientist,4,2686,1,Yes,13,3,10
28,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,3,Manufacturing Director,2,7655,0,No,17,3,9
24,No,Non-Travel,Research & Development,9,Life Sciences,3,Male,2,1,Laboratory Technician,2,2694,1,No,11,3,1
31,Yes,Travel_Rarely,Sales,16,Marketing,1,Male,3,3,Sales Executive,3,8161,2,No,13,3,1
24,No,Travel_Rarely,Research & Development,23,Medical,2,Male,4,1,Research Scientist,4,2725,1,Yes,11,3,6
25,Yes,Travel_Rarely,Sales,9,Life Sciences,1,Male,2,1,Sales Representative,1,4400,3,No,12,3,3
41,No,Travel_Rarely,Sales,23,Life Sciences,4,Male,3,3,Sales Executive,3,7082,3,Yes,16,3,2
33,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,1,Laboratory Technician,4,2496,4,No,11,3,1
28,Yes,Travel_Rarely,Research & Development,2,Medical,1,Male,1,1,Research Scientist,4,3464,5,Yes,13,3,3
34,Yes,Travel_Rarely,Research & Development,6,Medical,2,Male,3,1,Research Scientist,1,2960,2,No,11,3,4
37,Yes,Travel_Frequently,Research & Development,10,Medical,1,Male,3,3,Manufacturing Director,3,10048,6,No,11,3,1
40,Yes,Non-Travel,Sales,24,Life Sciences,2,Female,4,4,Sales Executive,2,13194,4,Yes,16,3,1
23,Yes,Travel_Frequently,Sales,9,Marketing,4,Male,3,1,Sales Representative,1,1790,1,No,19,3,1
43,No,Travel_Rarely,Sales,25,Medical,3,Male,2,3,Sales Executive,4,10798,5,No,13,3,1
54,No,Travel_Rarely,Sales,3,Marketing,4,Female,3,2,Sales Executive,1,5940,2,No,14,3,6
30,Yes,Travel_Frequently,Sales,12,Life Sciences,2,Male,2,1,Sales Representative,1,2033,1,No,18,3,1
25,Yes,Travel_Rarely,Sales,5,Marketing,3,Male,2,2,Sales Executive,3,5744,1,Yes,11,3,6
29,No,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,1,1,Research Scientist,4,2720,1,No,18,3,10
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,3,Female,4,1,Laboratory Technician,1,2743,1,No,16,3,17
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,Female,3,1,Sales Representative,2,3202,1,Yes,16,3,5
37,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,4,1,Research Scientist,4,4680,3,No,17,3,1
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,Female,3,1,Research Scientist,3,2394,1,Yes,13,3,8
31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,4,3,Manufacturing Director,2,7446,1,No,11,3,10
45,No,Non-Travel,Research & Development,23,Life Sciences,4,Male,3,2,Laboratory Technician,1,3633,1,Yes,15,3,9
40,No,Non-Travel,Research & Development,8,Life Sciences,4,Male,3,2,Healthcare Representative,4,4069,3,Yes,18,3,2
31,Yes,Travel_Frequently,Research & Development,29,Medical,3,Male,2,1,Laboratory Technician,2,3479,0,No,11,3,5
41,No,Travel_Rarely,Research & Development,6,Medical,4,Male,3,1,Laboratory Technician,1,4721,2,Yes,13,3,18
40,No,Travel_Rarely,Research & Development,2,Medical,3,Female,3,1,Research Scientist,3,2001,2,No,14,3,5
44,No,Travel_Rarely,Research & Development,1,Medical,2,Male,3,1,Research Scientist,4,2436,6,Yes,12,3,4
29,No,Travel_Rarely,Research & Development,4,Technical Degree,4,Female,2,1,Research Scientist,1,2109,1,No,13,3,1
25,Yes,Travel_Rarely,Sales,9,Life Sciences,1,Male,2,1,Sales Representative,1,4400,3,No,12,3,3
18,Yes,Non-Travel,Research & Development,8,Medical,3,Male,3,1,Laboratory Technician,3,1904,1,No,12,3,0
26,No,Travel_Frequently,Research & Development,11,Medical,1,Male,3,2,Healthcare Representative,1,4741,1,Yes,13,3,5
43,No,Travel_Rarely,Sales,2,Medical,4,Male,3,2,Sales Executive,4,7847,1,Yes,17,3,10
32,No,Travel_Rarely,Research & Development,29,Life Sciences,3,Female,2,1,Laboratory Technician,2,2837,1,No,13,3,6
50,Yes,Travel_Frequently,Sales,8,Technical Degree,2,Male,3,2,Sales Executive,3,6796,3,Yes,14,3,4
39,No,Travel_Rarely,Sales,4,Life Sciences,4,Female,2,2,Sales Executive,3,5902,4,No,14,3,15
27,Yes,Travel_Frequently,Human Resources,22,Human Resources,1,Female,2,1,Human Resources,2,2863,1,No,12,3,1
28,Yes,Travel_Frequently,Sales,1,Technical Degree,1,Male,3,1,Sales Representative,3,2909,3,No,15,3,3
34,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,4033,2,No,11,3,3
56,No,Travel_Rarely,Research & Development,8,Life Sciences,3,Female,3,1,Research Scientist,1,4257,4,Yes,18,3,2
35,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,1,1,Research Scientist,4,2977,1,No,12,3,4
20,Yes,Travel_Frequently,Research & Development,6,Life Sciences,4,Female,2,1,Laboratory Technician,4,2926,1,Yes,18,3,1
34,No,Travel_Frequently,Research & Development,10,Life Sciences,3,Male,4,2,Manufacturing Director,4,4724,1,No,13,3,9
26,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,1,1,Laboratory Technician,4,4364,3,No,14,3,2
25,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,4,2,Manufacturing Director,3,5206,1,No,17,3,7
31,No,Travel_Rarely,Sales,29,Marketing,1,Female,2,2,Sales Executive,4,5468,1,No,14,3,12
18,Yes,Travel_Frequently,Sales,5,Marketing,2,Male,3,1,Sales Representative,2,1878,1,Yes,14,3,0
40,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,1,Research Scientist,3,2345,2,No,14,3,3
41,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,1,1,Laboratory Technician,4,2778,4,Yes,13,3,7
38,No,Travel_Rarely,Research & Development,10,Medical,2,Female,1,3,Research Director,3,13206,3,No,12,3,18
52,Yes,Travel_Rarely,Research & Development,8,Medical,3,Male,2,2,Research Scientist,2,4941,2,No,15,3,8
20,No,Travel_Rarely,Sales,9,Life Sciences,4,Male,3,1,Sales Representative,1,2728,1,No,11,3,2
26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,3,Male,1,1,Laboratory Technician,4,2340,1,Yes,18,3,1
44,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,3,1,Research Scientist,1,2559,1,Yes,13,3,8
50,No,Non-Travel,Sales,1,Life Sciences,4,Female,3,2,Sales Executive,3,6347,0,No,12,3,18
33,Yes,Travel_Rarely,Research & Development,1,Other,4,Male,3,1,Research Scientist,4,2686,1,Yes,13,3,10
45,No,Non-Travel,Sales,9,Life Sciences,2,Female,2,2,Sales Executive,3,5593,1,No,13,3,15
26,Yes,Travel_Rarely,Research & Development,16,Medical,1,Male,3,1,Laboratory Technician,2,2373,2,Yes,13,3,3
35,Yes,Travel_Rarely,Sales,27,Life Sciences,3,Male,3,2,Sales Executive,4,5813,1,Yes,18,3,10
24,No,Non-Travel,Sales,13,Life Sciences,4,Female,3,1,Sales Representative,2,2033,1,No,13,3,1
32,No,Travel_Frequently,Sales,9,Medical,4,Male,1,2,Sales Executive,4,4668,0,No,17,3,8
33,Yes,Travel_Rarely,Sales,9,Marketing,1,Female,3,2,Sales Executive,1,8224,0,Yes,17,3,5
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,Female,3,1,Sales Representative,2,3202,1,Yes,16,3,5
28,Yes,Travel_Rarely,Research & Development,12,Life Sciences,3,Female,3,1,Laboratory Technician,4,2515,1,Yes,11,3,1
44,No,Travel_Rarely,Human Resources,1,Life Sciences,1,Female,2,2,Human Resources,3,5985,4,No,11,3,2
29,No,Travel_Rarely,Research & Development,21,Life Sciences,2,Female,4,3,Manufacturing Director,1,9980,1,No,11,3,10
36,Yes,Travel_Rarely,Research & Development,15,Other,1,Male,3,2,Laboratory Technician,3,4834,7,No,14,3,1
28,Yes,Travel_Rarely,Research & Development,2,Medical,1,Male,1,1,Research Scientist,4,3464,5,Yes,13,3,3
41,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,2,Sales Executive,2,8938,2,No,11,3,5
31,Yes,Travel_Rarely,Research & Development,22,Medical,4,Male,3,2,Manufacturing Director,3,6179,1,Yes,15,3,10
31,No,Travel_Frequently,Sales,20,Life Sciences,3,Male,4,1,Sales Representative,4,2791,0,No,12,3,2
33,No,Non-Travel,Sales,22,Marketing,3,Male,3,2,Sales Executive,2,6146,0,No,13,3,7
28,No,Travel_Rarely,Sales,26,Life Sciences,3,Male,2,2,Sales Executive,1,4724,1,No,11,3,5
28,Yes,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,2,1,Laboratory Technician,3,2028,5,Yes,14,3,4
46,No,Travel_Rarely,Research & Development,13,Life Sciences,3,Male,3,2,Healthcare Representative,2,5562,6,No,14,3,10
37,No,Travel_Frequently,Sales,1,Medical,3,Male,1,2,Sales Executive,4,9525,1,No,14,3,6
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,3,Male,3,1,Research Scientist,3,2058,0,No,14,3,6
31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,4084,1,No,12,3,7
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,Female,3,1,Sales Representative,2,3202,1,Yes,16,3,5
29,No,Travel_Rarely,Sales,10,Marketing,4,Male,3,1,Sales Representative,2,2297,1,No,14,3,2
28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,1,1,Research Scientist,2,2216,7,Yes,13,3,7
40,Yes,Travel_Rarely,Research & Development,9,Life Sciences,4,Male,3,1,Laboratory Technician,1,2018,3,No,14,3,5
43,No,Travel_Frequently,Research & Development,10,Life Sciences,3,Female,3,1,Laboratory Technician,4,2455,0,No,19,3,8
30,Yes,Travel_Frequently,Research & Development,5,Medical,2,Female,3,1,Laboratory Technician,2,2422,0,No,17,3,3
31,Yes,Travel_Frequently,Sales,1,Life Sciences,4,Female,3,1,Sales Representative,2,2302,1,Yes,11,3,3
30,No,Travel_Rarely,Research & Development,16,Life Sciences,2,Male,3,1,Research Scientist,4,2862,1,No,12,3,10
31,Yes,Travel_Frequently,Sales,1,Life Sciences,2,Female,1,1,Sales Representative,3,1359,1,No,12,3,1
26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,3,Male,1,1,Laboratory Technician,4,2340,1,Yes,18,3,1
34,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,1,Laboratory Technician,2,3294,5,No,17,3,5
36,No,Travel_Frequently,Sales,3,Medical,1,Male,2,3,Sales Executive,4,9699,4,No,11,3,13
37,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,3,Sales Executive,4,7428,2,No,12,3,5
30,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,3,2,Laboratory Technician,3,3491,1,No,13,3,10
37,No,Travel_Rarely,Sales,16,Marketing,4,Male,2,2,Sales Executive,3,6334,4,No,19,3,1
25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,4,Male,3,1,Laboratory Technician,4,3691,1,Yes,15,3,7
31,Yes,Travel_Frequently,Sales,1,Life Sciences,4,Female,3,1,Sales Representative,2,2302,1,Yes,11,3,3
28,Yes,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,2,1,Laboratory Technician,3,2028,5,Yes,14,3,4
25,No,Travel_Rarely,Sales,28,Life Sciences,1,Male,2,2,Sales Executive,3,8639,2,No,18,3,2
31,Yes,Travel_Frequently,Sales,26,Marketing,1,Male,3,2,Sales Executive,4,5617,1,Yes,11,3,10
32,Yes,Travel_Rarely,Sales,4,Medical,4,Male,1,3,Sales Executive,4,10400,1,No,11,3,14
24,Yes,Travel_Rarely,Human Resources,22,Human Resources,4,Male,1,1,Human Resources,3,1555,1,No,11,3,1
31,Yes,Travel_Rarely,Sales,16,Marketing,1,Male,3,3,Sales Executive,3,8161,2,No,13,3,1
35,No,Travel_Frequently,Research & Development,2,Medical,1,Male,2,1,Research Scientist,4,4930,0,Yes,14,3,5
47,Yes,Travel_Frequently,Sales,27,Life Sciences,2,Female,4,2,Sales Executive,3,6397,4,Yes,12,3,5
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,Male,3,1,Research Scientist,3,2936,1,Yes,11,3,6
20,Yes,Travel_Rarely,Research & Development,11,Medical,4,Female,2,1,Research Scientist,1,2600,1,Yes,15,3,1
29,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,3,2,Healthcare Representative,4,6623,1,Yes,11,3,6
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,1,Male,3,1,Laboratory Technician,1,2973,1,No,19,3,1
25,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,3,1,Laboratory Technician,4,3229,4,No,11,3,3
27,No,Travel_Rarely,Research & Development,7,Medical,4,Female,2,2,Healthcare Representative,1,6811,8,No,19,3,7
28,Yes,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,3,1,Laboratory Technician,3,3441,1,Yes,13,3,2
28,No,Travel_Rarely,Sales,9,Life Sciences,2,Male,3,2,Sales Executive,4,5253,1,No,16,3,7
23,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Male,4,1,Research Scientist,3,2073,2,No,16,3,2
28,Yes,Travel_Rarely,Research & Development,24,Medical,3,Male,3,1,Laboratory Technician,2,2408,1,Yes,17,3,1
27,No,Travel_Rarely,Research & Development,8,Medical,2,Female,4,1,Research Scientist,3,3517,7,No,17,3,3
24,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,2,2,Healthcare Representative,3,4617,1,No,12,3,4
27,No,Non-Travel,Research & Development,8,Life Sciences,1,Male,1,1,Laboratory Technician,3,4621,1,No,19,3,3
45,No,Travel_Rarely,Research & Development,29,Technical Degree,2,Male,3,3,Manufacturing Director,4,9380,4,Yes,18,3,3
28,No,Travel_Frequently,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,3,2154,0,Yes,11,3,4
35,No,Travel_Rarely,Research & Development,1,Medical,4,Male,2,1,Laboratory Technician,3,2258,6,No,12,3,8
40,Yes,Non-Travel,Sales,24,Life Sciences,2,Female,4,4,Sales Executive,2,13194,4,Yes,16,3,1
31,Yes,Travel_Rarely,Research & Development,22,Medical,4,Male,3,2,Manufacturing Director,3,6179,1,Yes,15,3,10
33,Yes,Travel_Rarely,Sales,5,Marketing,4,Female,3,1,Sales Representative,3,2851,1,Yes,13,3,1
32,No,Travel_Rarely,Sales,13,Life Sciences,2,Male,3,2,Sales Executive,4,4403,2,No,11,3,5
54,No,Travel_Rarely,Research & Development,7,Medical,4,Female,3,2,Research Scientist,4,6854,4,No,15,3,7
28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,1,1,Research Scientist,2,2216,7,Yes,13,3,7
21,Yes,Travel_Rarely,Research & Development,18,Other,4,Female,3,1,Research Scientist,4,2693,1,No,19,3,1
33,Yes,Travel_Rarely,Research & Development,14,Medical,3,Male,3,1,Laboratory Technician,4,2436,5,Yes,13,3,5
36,No,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,3,1,Laboratory Technician,2,2013,2,No,11,3,4
29,Yes,Travel_Rarely,Sales,9,Marketing,2,Female,1,1,Sales Representative,2,2760,1,No,13,3,2
20,Yes,Travel_Rarely,Research & Development,11,Medical,4,Female,2,1,Research Scientist,1,2600,1,Yes,15,3,1
33,Yes,Travel_Rarely,Research & Development,14,Medical,3,Male,3,1,Laboratory Technician,4,2436,5,Yes,13,3,5
41,No,Travel_Rarely,Sales,6,Life Sciences,4,Female,3,3,Manager,4,13591,3,Yes,18,3,1
33,Yes,Travel_Rarely,Sales,16,Marketing,1,Female,3,2,Sales Executive,1,5324,5,No,15,3,3
31,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,1,Research Scientist,2,2501,1,No,17,3,1
25,Yes,Travel_Frequently,Sales,24,Life Sciences,3,Male,1,1,Sales Representative,4,1118,1,Yes,14,3,1
35,No,Travel_Rarely,Human Resources,26,Life Sciences,3,Female,3,3,Human Resources,4,8837,1,Yes,16,3,9
48,No,Travel_Rarely,Sales,2,Marketing,2,Male,4,2,Sales Executive,2,8120,3,No,12,3,2
30,Yes,Travel_Rarely,Sales,9,Medical,2,Male,3,1,Sales Representative,4,1081,1,No,13,3,1
28,No,Travel_Rarely,Research & Development,10,Other,3,Female,3,2,Research Scientist,3,3660,3,No,13,3,8
35,No,Travel_Rarely,Research & Development,1,Medical,4,Male,2,1,Laboratory Technician,1,2450,1,No,19,3,3
23,Yes,Travel_Frequently,Sales,9,Marketing,4,Male,3,1,Sales Representative,1,1790,1,No,19,3,1
26,No,Travel_Rarely,Research & Development,17,Medical,4,Male,1,1,Laboratory Technician,3,2305,1,No,15,3,3
29,Yes,Travel_Rarely,Sales,9,Marketing,2,Female,1,1,Sales Representative,2,2760,1,No,13,3,2
19,Yes,Travel_Rarely,Sales,22,Marketing,4,Male,3,1,Sales Representative,3,1675,1,Yes,19,3,0
29,No,Non-Travel,Sales,2,Life Sciences,4,Male,3,2,Sales Executive,3,4649,1,No,14,3,4
50,Yes,Travel_Rarely,Sales,28,Marketing,4,Male,2,3,Sales Executive,1,10854,4,Yes,13,3,3
45,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,3,3,Healthcare Representative,2,7441,1,No,12,3,10
58,Yes,Travel_Rarely,Research & Development,7,Medical,3,Female,2,3,Manufacturing Director,1,10008,7,Yes,14,3,10
32,Yes,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,4,1,Research Scientist,3,2432,3,Yes,14,3,4
36,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,3,Sales Executive,4,10325,1,Yes,11,3,16
20,Yes,Travel_Rarely,Sales,2,Medical,3,Female,2,1,Sales Representative,3,2044,1,No,13,3,2
46,Yes,Travel_Rarely,Sales,9,Medical,3,Male,2,3,Sales Executive,4,9619,1,No,16,3,9
32,No,Non-Travel,Research & Development,1,Life Sciences,4,Male,3,1,Laboratory Technician,4,2314,0,No,12,3,3
34,No,Travel_Rarely,Research & Development,27,Medical,4,Female,3,1,Research Scientist,2,2311,2,No,15,3,3
34,No,Travel_Rarely,Sales,2,Marketing,3,Female,3,2,Sales Executive,1,4538,0,Yes,12,3,3
41,No,Travel_Rarely,Sales,6,Marketing,4,Male,3,3,Sales Executive,3,9241,1,No,12,3,10
31,Yes,Travel_Frequently,Sales,2,Life Sciences,3,Female,2,1,Sales Representative,4,2785,7,No,14,3,1
35,No,Travel_Rarely,Research & Development,22,Life Sciences,4,Male,1,1,Laboratory Technician,3,4230,0,No,15,3,5
54,No,Travel_Rarely,Human Resources,19,Medical,3,Male,3,3,Human Resources,2,10725,2,No,15,3,9
38,No,Travel_Rarely,Research & Development,6,Other,4,Female,2,1,Laboratory Technician,3,3702,1,No,11,3,5
39,No,Travel_Frequently,Research & Development,8,Life Sciences,3,Female,3,1,Laboratory Technician,3,3755,1,No,11,3,8
26,Yes,Travel_Rarely,Research & Development,16,Medical,1,Male,3,1,Laboratory Technician,2,2373,2,Yes,13,3,3
42,Yes,Travel_Frequently,Research & Development,19,Medical,3,Male,4,1,Research Scientist,3,2759,6,Yes,12,3,2
19,Yes,Travel_Rarely,Sales,22,Marketing,4,Male,3,1,Sales Representative,3,1675,1,Yes,19,3,0
29,Yes,Travel_Frequently,Research & Development,14,Other,3,Female,3,3,Healthcare Representative,4,7553,0,Yes,12,3,8
24,Yes,Travel_Rarely,Research & Development,1,Medical,2,Male,3,1,Research Scientist,4,2293,2,Yes,16,3,2
26,No,Travel_Rarely,Research & Development,2,Medical,1,Male,2,1,Research Scientist,4,3904,0,No,12,3,4
35,No,Travel_Rarely,Research & Development,23,Medical,2,Male,1,1,Laboratory Technician,3,2705,0,No,16,3,5
35,No,Travel_Rarely,Research & Development,1,Medical,4,Female,2,2,Laboratory Technician,4,5363,0,No,12,3,9
18,No,Non-Travel,Research & Development,1,Life Sciences,4,Female,3,1,Laboratory Technician,4,1611,1,No,15,3,0
30,No,Travel_Rarely,Sales,29,Life Sciences,3,Male,3,2,Sales Executive,1,4115,8,No,19,3,4
40,No,Travel_Rarely,Sales,26,Marketing,3,Male,3,2,Sales Executive,1,8396,1,No,14,3,7
58,No,Travel_Rarely,Research & Development,5,Technical Degree,3,Female,2,3,Healthcare Representative,2,10552,2,Yes,13,3,6
31,No,Non-Travel,Sales,20,Marketing,4,Female,3,2,Sales Executive,3,6932,1,No,13,3,9
37,No,Travel_Rarely,Research & Development,7,Medical,1,Male,3,3,Research Director,3,13664,4,No,13,3,5
38,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,1,Research Scientist,3,3057,6,Yes,13,3,1
36,No,Non-Travel,Sales,8,Technical Degree,1,Male,3,2,Sales Executive,4,5079,4,No,13,3,7
25,No,Travel_Rarely,Research & Development,2,Other,4,Male,3,1,Laboratory Technician,3,3977,6,Yes,19,3,2
20,Yes,Travel_Frequently,Sales,9,Marketing,4,Female,3,1,Sales Representative,4,2323,1,Yes,14,3,2
39,Yes,Travel_Rarely,Research & Development,23,Medical,3,Male,3,1,Research Scientist,1,3904,0,No,13,3,5
26,Yes,Travel_Rarely,Sales,4,Marketing,4,Male,2,2,Sales Executive,4,5828,1,Yes,12,3,8
29,No,Travel_Rarely,Research & Development,28,Medical,4,Female,2,1,Research Scientist,1,3785,1,No,14,3,5
19,Yes,Travel_Rarely,Sales,21,Other,4,Male,2,1,Sales Representative,2,2121,1,Yes,13,3,1
38,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,2,1,Sales Representative,1,2858,4,No,14,3,1
46,No,Travel_Rarely,Human Resources,1,Life Sciences,4,Female,3,1,Human Resources,1,3423,6,No,12,3,7
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,3,Female,2,1,Research Scientist,2,2546,5,No,16,3,2
34,No,Travel_Rarely,Research & Development,2,Medical,4,Male,4,1,Research Scientist,4,2932,0,Yes,14,3,5
29,No,Travel_Rarely,Sales,5,Medical,1,Male,2,2,Sales Executive,2,4187,1,Yes,13,3,10
21,Yes,Travel_Rarely,Research & Development,18,Other,4,Female,3,1,Research Scientist,4,2693,1,No,19,3,1
24,No,Travel_Rarely,Sales,4,Medical,4,Female,3,2,Sales Executive,3,4162,1,Yes,12,3,5
32,No,Travel_Rarely,Sales,8,Medical,3,Male,4,2,Sales Executive,4,6209,1,No,15,3,10
37,No,Non-Travel,Sales,19,Medical,1,Male,3,3,Sales Executive,2,7642,1,Yes,13,3,10
36,Yes,Travel_Rarely,Research & Development,15,Other,1,Male,3,2,Laboratory Technician,3,4834,7,No,14,3,1
30,No,Travel_Rarely,Research & Development,16,Life Sciences,3,Male,4,2,Healthcare Representative,3,5294,3,No,16,3,7
33,No,Non-Travel,Sales,2,Marketing,4,Female,3,2,Sales Executive,2,5147,8,No,15,3,11
20,Yes,Travel_Rarely,Research & Development,10,Medical,4,Male,3,1,Research Scientist,3,1009,1,Yes,11,3,1
36,No,Travel_Frequently,Sales,11,Technical Degree,2,Female,3,3,Sales Executive,4,9738,0,No,14,3,9
35,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,1281,1,No,18,3,1
59,No,Travel_Rarely,Sales,1,Technical Degree,2,Male,3,3,Manager,4,11904,3,Yes,14,3,6
31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,2,1,Research Scientist,2,2657,0,Yes,16,3,2
26,No,Travel_Rarely,Research & Development,1,Medical,1,Male,2,1,Laboratory Technician,1,3955,1,No,16,3,5
41,Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,1,1,Laboratory Technician,4,2778,4,Yes,13,3,7
34,No,Travel_Rarely,Sales,3,Medical,4,Female,2,2,Sales Executive,4,8103,3,Yes,12,3,4
31,Yes,Travel_Frequently,Sales,2,Life Sciences,3,Female,2,1,Sales Representative,4,2785,7,No,14,3,1
28,Yes,Travel_Frequently,Research & Development,1,Medical,1,Male,2,1,Laboratory Technician,2,2596,1,No,15,3,1
30,No,Travel_Rarely,Research & Development,20,Other,3,Male,3,2,Manufacturing Director,1,9957,0,No,15,3,6
57,No,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,4,3,Healthcare Representative,4,9439,3,Yes,16,3,5
41,No,Travel_Rarely,Research & Development,19,Life Sciences,3,Male,3,2,Research Scientist,1,3072,2,No,16,3,1
34,No,Travel_Rarely,Sales,3,Other,4,Male,1,2,Sales Executive,1,4759,3,No,18,3,13
49,No,Travel_Rarely,Research & Development,25,Life Sciences,3,Female,3,1,Laboratory Technician,1,3211,1,No,14,3,9
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,3,Male,3,1,Research Scientist,3,2058,0,No,14,3,6
38,No,Non-Travel,Sales,10,Technical Degree,3,Female,3,2,Sales Executive,4,5666,1,Yes,13,3,5
30,No,Travel_Rarely,Human Resources,9,Human Resources,3,Male,3,2,Human Resources,4,6347,0,Yes,19,3,11
27,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,1,Laboratory Technician,1,2341,1,No,13,3,1
52,Yes,Travel_Rarely,Research & Development,8,Medical,3,Male,2,2,Research Scientist,2,4941,2,No,15,3,8
32,No,Travel_Rarely,Sales,7,Marketing,4,Male,3,2,Sales Executive,4,9204,4,No,12,3,4
36,No,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,3,3,Healthcare Representative,1,8321,7,Yes,13,3,12
40,Yes,Non-Travel,Sales,24,Life Sciences,2,Female,4,4,Sales Executive,2,13194,4,Yes,16,3,1
